Source,State,Species,Cultivar,Fat,CP,Ash,ADF,NDF,NFC,DM,carb,cellulose,lignin,Growth Stage,lab,fy,Site,Sample,name,latitude,longitude,Sampling,Planting,Termination,Block,Zadoks
NY-MD-2015,NY,Cereal rye,Spooner,2.67,13.09,8.12,36.88,61.89,18.66,,,,5.42,,,,Musgrave,,,,,5/15/2015,,,Blk1,55
NY-MD-2015,NY,Cereal rye,Spooner,2.84,12.18,8.32,35.72,60.64,20.23,,,,5.06,,,,Musgrave,,,,,5/15/2015,,,Blk2,53
NY-MD-2015,NY,Cereal rye,Spooner,2.81,11.93,8.03,36.88,63.17,18.41,,,,5.31,,,,Musgrave,,,,,5/15/2015,,,Blk3,55
NY-MD-2015,NY,Cereal rye,Spooner,2.84,12.95,8.04,33.79,58.35,21.98,,,,4.76,,,,Musgrave,,,,,5/15/2015,,,Blk4,53
NY-MD-2015,NY,Cereal rye,Aroostook,2.67,12.18,9.22,39.78,64.51,15.88,,,,6.34,,,,Musgrave,,,,,5/15/2015,,,Blk1,59
NY-MD-2015,NY,Cereal rye,Aroostook,2.82,13.42,8.97,38.69,63.27,15.89,,,,6.14,,,,Musgrave,,,,,5/15/2015,,,Blk2,57
NY-MD-2015,NY,Cereal rye,Aroostook,2.85,11.69,8.83,39,64.09,17.44,,,,6.35,,,,Musgrave,,,,,5/15/2015,,,Blk3,59
NY-MD-2015,NY,Cereal rye,Aroostook,2.89,11.55,8.56,36.75,61.72,19.05,,,,5.72,,,,Musgrave,,,,,5/15/2015,,,Blk4,57
NY-MD-2015,NY,Cereal rye,LakeviewVNS,2.86,13.78,9.02,35.54,61.37,16.89,,,,4.95,,,,Musgrave,,,,,5/15/2015,,,Blk1,53
NY-MD-2015,NY,Cereal rye,LakeviewVNS,2.99,11.94,8.7,35.43,61.59,19.23,,,,4.92,,,,Musgrave,,,,,5/15/2015,,,Blk2,57
NY-MD-2015,NY,Cereal rye,LakeviewVNS,2.83,14.72,8.4,33.85,58.49,20.08,,,,4.85,,,,Musgrave,,,,,5/15/2015,,,Blk3,59
NY-MD-2015,NY,Cereal rye,LakeviewVNS,2.89,12.76,7.93,32.66,57.42,23.06,,,,4.22,,,,Musgrave,,,,,5/15/2015,,,Blk4,57
NY-MD-2015,NY,Triticale,TriCal815,2.66,14.1,8.26,29.6,51.64,27.14,,,,3.57,,,,Musgrave,,,,,5/15/2015,,,Blk1,39
NY-MD-2015,NY,Triticale,TriCal815,2.88,12.29,8.62,30.25,51.37,28.47,,,,3.74,,,,Musgrave,,,,,5/15/2015,,,Blk2,39
NY-MD-2015,NY,Triticale,TriCal815,2.76,12.4,7.36,30.62,52.56,28.53,,,,3.9,,,,Musgrave,,,,,5/15/2015,,,Blk3,39
NY-MD-2015,NY,Triticale,TriCal815,2.7,12.64,7.67,29.13,50.31,30.08,,,,3.85,,,,Musgrave,,,,,5/15/2015,,,Blk4,37
NY-MD-2015,NY,Triticale,TriCal718,2.9,14.99,9.06,29.32,50.4,26.58,,,,3.63,,,,Musgrave,,,,,5/15/2015,,,Blk1,37
NY-MD-2015,NY,Triticale,TriCal718,2.95,15.06,8.47,27.81,48.64,28.67,,,,3.52,,,,Musgrave,,,,,5/15/2015,,,Blk2,37
NY-MD-2015,NY,Triticale,TriCal718,2.76,14.22,8.75,30.23,51.94,26.18,,,,3.72,,,,Musgrave,,,,,5/15/2015,,,Blk3,37
NY-MD-2015,NY,Triticale,TriCal718,2.9,14.76,7.84,27.41,47.96,30.06,,,,3.64,,,,Musgrave,,,,,5/15/2015,,,Blk4,37
NY-MD-2015,NY,Triticale,NE426GT,2.5,13.14,8.15,33,58.02,22.04,,,,4.14,,,,Musgrave,,,,,5/15/2015,,,Blk1,41
NY-MD-2015,NY,Triticale,NE426GT,2.57,13.82,8.39,29.3,50.88,27.77,,,,3.81,,,,Musgrave,,,,,5/15/2015,,,Blk2,39
NY-MD-2015,NY,Triticale,NE426GT,2.42,14.61,7.74,29.97,52.81,25.96,,,,3.74,,,,Musgrave,,,,,5/15/2015,,,Blk3,41
NY-MD-2015,NY,Triticale,NE426GT,2.54,12.57,7.36,28.25,48.77,31.71,,,,3.89,,,,Musgrave,,,,,5/15/2015,,,Blk4,37
NY-MD-2015,NY,Triticale,TriMark099,2.77,13.07,7.86,30.28,53,26.97,,,,3.76,,,,Musgrave,,,,,5/15/2015,,,Blk1,39
NY-MD-2015,NY,Triticale,TriMark099,2.84,14.69,8.52,28.14,49.67,28.05,,,,3.44,,,,Musgrave,,,,,5/15/2015,,,Blk2,39
NY-MD-2015,NY,Triticale,TriMark099,2.64,13.89,8.67,30.08,52.47,26.14,,,,3.73,,,,Musgrave,,,,,5/15/2015,,,Blk3,41
NY-MD-2015,NY,Triticale,TriMark099,2.77,13.87,8.2,27.81,48.86,29.78,,,,3.64,,,,Musgrave,,,,,5/15/2015,,,Blk4,39
NY-MD-2015,NY,Barley,Verdant,2.51,14.25,8.99,33.83,56.76,21.53,,,,3.6,,,,Musgrave,,,,,5/19/2015,,,Blk2,45
NY-MD-2015,NY,Barley,Verdant,2.31,15.91,11.72,34.95,55.34,20.56,,,,3.87,,,,Musgrave,,,,,5/19/2015,,,Blk3,45
NY-MD-2015,NY,Barley,Verdant,2.53,12.63,9.85,33.78,56.12,22.72,,,,3.47,,,,Musgrave,,,,,5/19/2015,,,Blk4,41
NY-MD-2015,NY,Barley,Valor,1.83,13.98,10.15,38.13,63.84,15.92,,,,5.28,,,,Musgrave,,,,,5/19/2015,,,Blk2,60
NY-MD-2015,NY,Barley,Valor,1.98,14.69,9.85,36.87,61.94,17.02,,,,4.95,,,,Musgrave,,,,,5/19/2015,,,Blk3,60
NY-MD-2015,NY,Barley,Valor,2.03,15.7,9.49,32.32,57.31,19.72,,,,4.72,,,,Musgrave,,,,,5/19/2015,,,Blk4,60
NY-MD-2015,NY,Barley,P919,1.88,12.07,9.67,38.14,62.97,18.03,,,,4.89,,,,Musgrave,,,,,5/19/2015,,,Blk1,60
NY-MD-2015,NY,Barley,P919,2.18,11.09,7.81,35.8,61.83,20.6,,,,4.42,,,,Musgrave,,,,,5/19/2015,,,Blk2,60
NY-MD-2015,NY,Barley,P919,1.89,12.54,9.02,37.93,62.88,17.83,,,,4.89,,,,Musgrave,,,,,5/19/2015,,,Blk3,60
NY-MD-2015,NY,Barley,P919,2.24,12.66,7.3,33.03,58.08,23.22,,,,3.9,,,,Musgrave,,,,,5/19/2015,,,Blk4,55
NY-MD-2015,NY,Barley,Thoroughbred,2.25,13.9,9.14,37.28,63.47,16.61,,,,4.64,,,,Musgrave,,,,,5/19/2015,,,Blk2,57
NY-MD-2015,NY,Barley,Thoroughbred,2.34,16.22,9.35,33.9,59.68,18.17,,,,4.05,,,,Musgrave,,,,,5/19/2015,,,Blk3,53
NY-MD-2015,NY,Barley,Thoroughbred,2.11,13.49,8.88,35.07,62.03,17.32,,,,4.18,,,,Musgrave,,,,,5/19/2015,,,Blk4,55
NY-MD-2015,NY,Cereal rye,Huron,2.45,12.11,9.06,42.08,69.78,12.3,,,,5.57,,,,Musgrave,,,,,5/19/2015,,,Blk1,57
NY-MD-2015,NY,Cereal rye,Huron,2.82,12.47,9.18,41.93,68.79,13.25,,,,5.59,,,,Musgrave,,,,,5/19/2015,,,Blk2,57
NY-MD-2015,NY,Cereal rye,Huron,2.54,12.96,9.19,41.58,68.54,12.93,,,,5.45,,,,Musgrave,,,,,5/19/2015,,,Blk3,57
NY-MD-2015,NY,Cereal rye,Huron,2.59,11.79,8.91,41,68.74,13.2,,,,5.34,,,,Musgrave,,,,,5/19/2015,,,Blk4,57
NY-MD-2015,NY,Cereal rye,Spooner,2.74,13.03,9.75,41.49,67.84,12.78,,,,5.84,,,,Musgrave,,,,,5/19/2015,,,Blk1,57
NY-MD-2015,NY,Cereal rye,Spooner,2.36,11.18,8.97,44.94,71.95,11.34,,,,6.29,,,,Musgrave,,,,,5/19/2015,,,Blk2,59
NY-MD-2015,NY,Cereal rye,Spooner,2.37,11.51,9.46,44.59,70.84,12.4,,,,6.36,,,,Musgrave,,,,,5/19/2015,,,Blk3,57
NY-MD-2015,NY,Cereal rye,Spooner,2.79,13.74,9.58,40.06,65.81,13.71,,,,5.43,,,,Musgrave,,,,,5/19/2015,,,Blk4,55
NY-MD-2015,NY,Cereal rye,Aroostook,2.25,11.59,9.53,44.99,70.68,12.35,,,,6.84,,,,Musgrave,,,,,5/19/2015,,,Blk1,60
NY-MD-2015,NY,Cereal rye,Aroostook,2.21,11.42,9.36,45.37,71.14,12.17,,,,7.18,,,,Musgrave,,,,,5/19/2015,,,Blk2,60
NY-MD-2015,NY,Cereal rye,Aroostook,2.24,12.12,8.81,44.25,70.14,12.65,,,,6.95,,,,Musgrave,,,,,5/19/2015,,,Blk3,60
NY-MD-2015,NY,Cereal rye,Aroostook,2.32,10.41,8.56,45.21,72.21,11.7,,,,6.94,,,,Musgrave,,,,,5/19/2015,,,Blk4,59
NY-MD-2015,NY,Cereal rye,LakeviewVNS,2.36,11.12,9.13,42.86,70.73,11.79,,,,5.76,,,,Musgrave,,,,,5/19/2015,,,Blk1,57
NY-MD-2015,NY,Cereal rye,LakeviewVNS,2.36,10.85,9.45,44.92,72.51,11.43,,,,6.13,,,,Musgrave,,,,,5/19/2015,,,Blk2,59
NY-MD-2015,NY,Cereal rye,LakeviewVNS,2.44,12.73,9.57,42.34,68.59,12.93,,,,5.77,,,,Musgrave,,,,,5/19/2015,,,Blk3,57
NY-MD-2015,NY,Cereal rye,LakeviewVNS,2.32,11.45,9.78,44.42,71.39,12.48,,,,6.24,,,,Musgrave,,,,,5/19/2015,,,Blk4,57
NY-MD-2015,NY,Triticale,TriCal815,2.24,12.41,9.04,38.6,64.37,16.21,,,,4.97,,,,Musgrave,,,,,5/19/2015,,,Blk1,49
NY-MD-2015,NY,Triticale,TriCal815,2.41,12.83,8.11,36.56,62.35,17.12,,,,4.63,,,,Musgrave,,,,,5/19/2015,,,Blk2,45
NY-MD-2015,NY,Triticale,TriCal815,2.43,12.96,9.8,39.74,64.65,16.64,,,,5.24,,,,Musgrave,,,,,5/19/2015,,,Blk3,49
NY-MD-2015,NY,Triticale,TriCal815,2.28,12.54,8.69,37.73,63.11,17.19,,,,4.77,,,,Musgrave,,,,,5/19/2015,,,Blk4,47
NY-MD-2015,NY,Triticale,TriCal718,2.39,13.79,10.07,38.95,63.92,16.07,,,,4.81,,,,Musgrave,,,,,5/19/2015,,,Blk2,41
NY-MD-2015,NY,Triticale,TriCal718,2.36,12.87,9.79,40.69,66,14.86,,,,5.21,,,,Musgrave,,,,,5/19/2015,,,Blk3,43
NY-MD-2015,NY,Triticale,TriCal718,2.4,14.04,9.2,37.54,62.49,16.63,,,,4.76,,,,Musgrave,,,,,5/19/2015,,,Blk4,41
NY-MD-2015,NY,Triticale,NE426GT,2.06,13.43,9.82,37.62,63.23,16.21,,,,4.69,,,,Musgrave,,,,,5/19/2015,,,Blk1,53
NY-MD-2015,NY,Triticale,NE426GT,2.21,11.97,8.47,38.19,64.77,15.86,,,,4.57,,,,Musgrave,,,,,5/19/2015,,,Blk2,53
NY-MD-2015,NY,Triticale,NE426GT,2.11,13.11,8.55,37.97,63.81,16.32,,,,4.7,,,,Musgrave,,,,,5/19/2015,,,Blk3,55
NY-MD-2015,NY,Triticale,NE426GT,2.34,12.95,8.81,36.75,62.61,17.13,,,,4.47,,,,Musgrave,,,,,5/19/2015,,,Blk4,55
NY-MD-2015,NY,Triticale,TriMark099,2.41,13.04,10.35,38.7,64.25,16.75,,,,4.64,,,,Musgrave,,,,,5/19/2015,,,Blk1,50
NY-MD-2015,NY,Triticale,TriMark099,2.34,13.01,9.09,37.71,64.06,16.84,,,,4.71,,,,Musgrave,,,,,5/19/2015,,,Blk2,50
NY-MD-2015,NY,Triticale,TriMark099,2.34,13.87,10.35,36.91,61.48,18.02,,,,4.38,,,,Musgrave,,,,,5/19/2015,,,Blk3,50
NY-MD-2015,NY,Triticale,TriMark099,2.36,13.1,8.75,35.37,60.82,19.37,,,,4.33,,,,Musgrave,,,,,5/19/2015,,,Blk4,49
NY-MD-2015,NY,Barley,Verdant,2.49,11.77,9.64,33.63,55.42,24.33,,,,3.86,,,,Musgrave,,,,,5/24/2015,,,Blk1,52
NY-MD-2015,NY,Barley,Verdant,2.37,13.15,9.64,34.34,56.21,22.35,,,,4.03,,,,Musgrave,,,,,5/24/2015,,,Blk2,52
NY-MD-2015,NY,Barley,Verdant,2.41,13.32,10.97,34.52,55.43,22.24,,,,3.97,,,,Musgrave,,,,,5/24/2015,,,Blk3,51
NY-MD-2015,NY,Barley,Verdant,2.73,12.43,8.22,30.92,51.4,28.84,,,,3.7,,,,Musgrave,,,,,5/24/2015,,,Blk4,50
NY-MD-2015,NY,Barley,Valor,2.07,13.47,8.88,35.03,58.76,20.96,,,,4.87,,,,Musgrave,,,,,5/24/2015,,,Blk1,65
NY-MD-2015,NY,Barley,Valor,1.75,10.98,9.19,39.77,64.44,17.59,,,,5.62,,,,Musgrave,,,,,5/24/2015,,,Blk2,65
NY-MD-2015,NY,Barley,Valor,1.8,12.38,9.61,37.91,60.98,20.19,,,,5.49,,,,Musgrave,,,,,5/24/2015,,,Blk3,65
NY-MD-2015,NY,Barley,Valor,1.96,10.85,8.12,36.96,61.44,20.42,,,,5.41,,,,Musgrave,,,,,5/24/2015,,,Blk4,65
NY-MD-2015,NY,Barley,P919,1.92,9.94,8.47,38.12,61.5,20.78,,,,5.39,,,,Musgrave,,,,,5/24/2015,,,Blk1,69
NY-MD-2015,NY,Barley,P919,2.03,8.56,7.56,37.57,61.33,23.48,,,,5.13,,,,Musgrave,,,,,5/24/2015,,,Blk2,76
NY-MD-2015,NY,Barley,P919,1.85,10.32,7.43,36.97,60.11,23.36,,,,5.46,,,,Musgrave,,,,,5/24/2015,,,Blk3,69
NY-MD-2015,NY,Barley,P919,2.19,8.93,7.77,35.95,59.95,24.27,,,,5.04,,,,Musgrave,,,,,5/24/2015,,,Blk4,65
NY-MD-2015,NY,Barley,Thoroughbred,2.19,11.18,7.81,35.32,59.68,21.67,,,,4.75,,,,Musgrave,,,,,5/24/2015,,,Blk1,64
NY-MD-2015,NY,Barley,Thoroughbred,2.16,11.15,8.59,36.55,61.28,20.36,,,,4.94,,,,Musgrave,,,,,5/24/2015,,,Blk2,62
NY-MD-2015,NY,Barley,Thoroughbred,2.06,12.97,9.77,36.51,61.27,19.38,,,,4.74,,,,Musgrave,,,,,5/24/2015,,,Blk3,61
NY-MD-2015,NY,Barley,Thoroughbred,2.24,10.3,7.99,35.8,60.13,22.24,,,,4.87,,,,Musgrave,,,,,5/24/2015,,,Blk4,60
NY-MD-2015,NY,Cereal rye,Huron,2.42,10.33,9.22,44.24,70.75,13.39,,,,6.2,,,,Musgrave,,,,,5/24/2015,,,Blk1,59
NY-MD-2015,NY,Cereal rye,Huron,2.33,10.62,9.63,44.51,70.32,13.21,,,,6.25,,,,Musgrave,,,,,5/24/2015,,,Blk2,60
NY-MD-2015,NY,Cereal rye,Huron,2.27,11.25,9.05,44.08,70.47,12.8,,,,6.28,,,,Musgrave,,,,,5/24/2015,,,Blk3,61
NY-MD-2015,NY,Cereal rye,Huron,2.46,8.76,8.83,44.72,73.13,12.61,,,,6.12,,,,Musgrave,,,,,5/24/2015,,,Blk4,60
NY-MD-2015,NY,Cereal rye,Spooner,2.3,11.16,9.48,44.69,70.76,12.71,,,,6.63,,,,Musgrave,,,,,5/24/2015,,,Blk1,61
NY-MD-2015,NY,Cereal rye,Spooner,2.28,9.39,8.89,47.21,74.1,11.38,,,,7.11,,,,Musgrave,,,,,5/24/2015,,,Blk2,60
NY-MD-2015,NY,Cereal rye,Spooner,2.24,9.4,8.93,46.82,73.22,12.57,,,,6.97,,,,Musgrave,,,,,5/24/2015,,,Blk3,61
NY-MD-2015,NY,Cereal rye,Spooner,2.32,11.06,9.72,45.65,71.14,12.91,,,,6.76,,,,Musgrave,,,,,5/24/2015,,,Blk4,60
NY-MD-2015,NY,Cereal rye,Aroostook,2.06,10.01,9.01,46.77,71.81,13.06,,,,7.41,,,,Musgrave,,,,,5/24/2015,,,Blk1,63
NY-MD-2015,NY,Cereal rye,Aroostook,2.1,9.7,9.01,47.19,73.04,12.48,,,,7.4,,,,Musgrave,,,,,5/24/2015,,,Blk2,65
NY-MD-2015,NY,Cereal rye,Aroostook,2.01,10.1,8.67,45.95,71.28,14.04,,,,7.51,,,,Musgrave,,,,,5/24/2015,,,Blk3,62
NY-MD-2015,NY,Cereal rye,Aroostook,2.05,7.24,8.37,48.37,75.14,12.53,,,,7.58,,,,Musgrave,,,,,5/24/2015,,,Blk4,63
NY-MD-2015,NY,Cereal rye,LakeviewVNS,2.2,9.03,8.75,46.79,73.98,12.23,,,,6.92,,,,Musgrave,,,,,5/24/2015,,,Blk1,60
NY-MD-2015,NY,Cereal rye,LakeviewVNS,2.22,9.09,9.13,46.39,73.11,12.96,,,,6.86,,,,Musgrave,,,,,5/24/2015,,,Blk2,61
NY-MD-2015,NY,Cereal rye,LakeviewVNS,2.25,10.15,8.94,45.57,72.13,12.5,,,,6.52,,,,Musgrave,,,,,5/24/2015,,,Blk3,62
NY-MD-2015,NY,Cereal rye,LakeviewVNS,2.27,11.09,9.16,44.04,70.57,13.74,,,,6.38,,,,Musgrave,,,,,5/24/2015,,,Blk4,60
NY-MD-2015,NY,Triticale,TriCal815,2.25,11.54,9.37,40.35,65.83,16.17,,,,5.52,,,,Musgrave,,,,,5/24/2015,,,Blk1,55
NY-MD-2015,NY,Triticale,TriCal815,2.38,9.44,8.25,40.46,67.1,16.45,,,,5.2,,,,Musgrave,,,,,5/24/2015,,,Blk2,57
NY-MD-2015,NY,Triticale,TriCal815,2.24,11.36,9.68,40.33,65.92,16.32,,,,5.29,,,,Musgrave,,,,,5/24/2015,,,Blk3,57
NY-MD-2015,NY,Triticale,TriCal815,2.34,10.89,8.95,39.34,65.55,17.06,,,,5.1,,,,Musgrave,,,,,5/24/2015,,,Blk4,57
NY-MD-2015,NY,Triticale,TriCal718,2.36,13.12,9.43,37.84,62.15,17.68,,,,4.76,,,,Musgrave,,,,,5/24/2015,,,Blk1,45
NY-MD-2015,NY,Triticale,TriCal718,2.21,11.99,9.84,40.62,65.32,15.89,,,,5.25,,,,Musgrave,,,,,5/24/2015,,,Blk2,50
NY-MD-2015,NY,Triticale,TriCal718,2.36,11.12,9.86,40.56,66.2,15.9,,,,5.15,,,,Musgrave,,,,,5/24/2015,,,Blk3,50
NY-MD-2015,NY,Triticale,TriCal718,2.23,12.18,8.94,39.42,64.56,16.47,,,,5.01,,,,Musgrave,,,,,5/24/2015,,,Blk4,50
NY-MD-2015,NY,Triticale,NE426GT,2.06,11.4,9.04,39.66,65.59,16.45,,,,5.26,,,,Musgrave,,,,,5/24/2015,,,Blk1,57
NY-MD-2015,NY,Triticale,NE426GT,2.14,10.05,8.37,40.33,66.87,16.76,,,,5.41,,,,Musgrave,,,,,5/24/2015,,,Blk2,57
NY-MD-2015,NY,Triticale,NE426GT,2.14,10.88,8.68,39.78,66.1,16.76,,,,5.26,,,,Musgrave,,,,,5/24/2015,,,Blk3,57
NY-MD-2015,NY,Triticale,NE426GT,2.24,10.83,8.4,40.41,67.01,15.86,,,,5.19,,,,Musgrave,,,,,5/24/2015,,,Blk4,57
NY-MD-2015,NY,Triticale,TriMark099,2.19,11.82,9.77,39.48,63.84,17.98,,,,5.09,,,,Musgrave,,,,,5/24/2015,,,Blk1,57
NY-MD-2015,NY,Triticale,TriMark099,2.32,11.34,8.93,38.39,64.2,18.09,,,,4.87,,,,Musgrave,,,,,5/24/2015,,,Blk2,57
NY-MD-2015,NY,Triticale,TriMark099,2.21,11.38,10.18,39.85,65.06,17.76,,,,5.09,,,,Musgrave,,,,,5/24/2015,,,Blk3,57
NY-MD-2015,NY,Triticale,TriMark099,2.39,10.82,8.63,37.99,63.82,18.47,,,,4.8,,,,Musgrave,,,,,5/24/2015,,,Blk4,57
NY-MD-2015,NY,Barley,Verdant,2.51,10.42,7.89,33.83,56.66,26.04,,,,4.38,,,,Musgrave,,,,,5/29/2015,,,Blk1,71
NY-MD-2015,NY,Barley,Verdant,2.31,10.41,8.11,35.81,60.04,22.85,,,,4.69,,,,Musgrave,,,,,5/29/2015,,,Blk2,71
NY-MD-2015,NY,Barley,Verdant,2.45,10.28,9.93,35.96,58.63,22.67,,,,4.38,,,,Musgrave,,,,,5/29/2015,,,Blk3,71
NY-MD-2015,NY,Barley,Verdant,2.38,8.63,8.3,35.2,57.97,25.94,,,,4.77,,,,Musgrave,,,,,5/29/2015,,,Blk4,71
NY-MD-2015,NY,Barley,Valor,2.35,11.33,7.44,33.69,54.88,27.05,,,,5.49,,,,Musgrave,,,,,5/29/2015,,,Blk1,81
NY-MD-2015,NY,Barley,Valor,2.02,9.81,7.69,38.04,58.95,24.7,,,,6.34,,,,Musgrave,,,,,5/29/2015,,,Blk2,82
NY-MD-2015,NY,Barley,Valor,2.21,9.44,7.92,36.21,56.39,26.65,,,,6.16,,,,Musgrave,,,,,5/29/2015,,,Blk3,82
NY-MD-2015,NY,Barley,Valor,2.3,8.93,7.69,34.43,53.88,29.96,,,,5.81,,,,Musgrave,,,,,5/29/2015,,,Blk4,81
NY-MD-2015,NY,Barley,P919,2.24,8.42,7.86,35.94,54.84,29.5,,,,6.08,,,,Musgrave,,,,,5/29/2015,,,Blk1,83
NY-MD-2015,NY,Barley,P919,2.5,7.55,6.23,33.73,52.57,33.67,,,,5.73,,,,Musgrave,,,,,5/29/2015,,,Blk2,83
NY-MD-2015,NY,Barley,P919,2.34,9.15,7,34.62,53.9,30.44,,,,5.88,,,,Musgrave,,,,,5/29/2015,,,Blk3,83
NY-MD-2015,NY,Barley,P919,2.54,8.72,7.2,33.86,54.17,30.26,,,,5.49,,,,Musgrave,,,,,5/29/2015,,,Blk4,83
NY-MD-2015,NY,Barley,Thoroughbred,2.46,11.61,7.9,33.79,56.01,25.5,,,,5.12,,,,Musgrave,,,,,5/29/2015,,,Blk1,80
NY-MD-2015,NY,Barley,Thoroughbred,2.45,9.4,7.01,33.34,53.1,30.96,,,,5.34,,,,Musgrave,,,,,5/29/2015,,,Blk2,80
NY-MD-2015,NY,Barley,Thoroughbred,2.34,11.71,8.2,34.09,55.16,25.97,,,,5.35,,,,Musgrave,,,,,5/29/2015,,,Blk3,80
NY-MD-2015,NY,Barley,Thoroughbred,2.67,8.75,6.6,31.49,49.49,35.06,,,,5.39,,,,Musgrave,,,,,5/29/2015,,,Blk4,81
NY-MD-2015,NY,Cereal rye,Huron,2.23,8.23,8.72,47.6,74.74,11.09,,,,6.79,,,,Musgrave,,,,,5/29/2015,,,Blk1,69
NY-MD-2015,NY,Cereal rye,Huron,2.2,8.43,8.7,47.33,73.86,11.91,,,,6.85,,,,Musgrave,,,,,5/29/2015,,,Blk2,69
NY-MD-2015,NY,Cereal rye,Huron,2.11,8.5,8.18,47.19,73.49,12.3,,,,6.81,,,,Musgrave,,,,,5/29/2015,,,Blk3,70
NY-MD-2015,NY,Cereal rye,Huron,2.27,7.48,8.24,46.57,74.77,12.13,,,,6.59,,,,Musgrave,,,,,5/29/2015,,,Blk4,67
NY-MD-2015,NY,Cereal rye,Spooner,1.81,7.03,7.66,50.36,75.76,11.68,,,,7.76,,,,Musgrave,,,,,5/29/2015,,,Blk1,69
NY-MD-2015,NY,Cereal rye,Spooner,1.89,6.49,8.05,50.77,78.09,9.97,,,,7.71,,,,Musgrave,,,,,5/29/2015,,,Blk2,65
NY-MD-2015,NY,Cereal rye,Spooner,1.95,7.26,8.41,49.73,75.56,11.87,,,,7.57,,,,Musgrave,,,,,5/29/2015,,,Blk3,69
NY-MD-2015,NY,Cereal rye,Spooner,1.94,8.09,7.92,48.25,74.2,11.29,,,,7.33,,,,Musgrave,,,,,5/29/2015,,,Blk4,63
NY-MD-2015,NY,Cereal rye,Aroostook,1.77,6.97,6.95,48.35,72.1,15.03,,,,7.99,,,,Musgrave,,,,,5/29/2015,,,Blk2,71
NY-MD-2015,NY,Cereal rye,Aroostook,1.85,8.18,7.66,47.5,71.1,14.69,,,,7.73,,,,Musgrave,,,,,5/29/2015,,,Blk3,71
NY-MD-2015,NY,Cereal rye,Aroostook,1.93,5.99,7.33,49.08,74.76,13.4,,,,7.85,,,,Musgrave,,,,,5/29/2015,,,Blk4,71
NY-MD-2015,NY,Cereal rye,LakeviewVNS,1.97,7.13,7.75,48.99,75.85,11.6,,,,7.27,,,,Musgrave,,,,,5/29/2015,,,Blk1,69
NY-MD-2015,NY,Cereal rye,LakeviewVNS,1.89,7.44,8.5,48.91,74.95,12,,,,7.2,,,,Musgrave,,,,,5/29/2015,,,Blk2,71
NY-MD-2015,NY,Cereal rye,LakeviewVNS,2.03,8.26,8.18,47.95,74.02,12.37,,,,7.13,,,,Musgrave,,,,,5/29/2015,,,Blk3,69
NY-MD-2015,NY,Cereal rye,LakeviewVNS,2.01,7.72,8.23,48.99,75.66,11.08,,,,7.24,,,,Musgrave,,,,,5/29/2015,,,Blk4,69
NY-MD-2015,NY,Triticale,TriCal815,2.1,8.05,7.26,42.98,69.47,16.71,,,,6.11,,,,Musgrave,,,,,5/29/2015,,,Blk1,63
NY-MD-2015,NY,Triticale,TriCal815,2.18,9.51,7.45,41.93,68.34,15.21,,,,5.96,,,,Musgrave,,,,,5/29/2015,,,Blk2,61
NY-MD-2015,NY,Triticale,TriCal815,2.19,9.72,8.6,42.34,67.41,15.79,,,,6.03,,,,Musgrave,,,,,5/29/2015,,,Blk3,63
NY-MD-2015,NY,Triticale,TriCal718,2.13,9.53,7.62,43.67,71.16,12.48,,,,6.08,,,,Musgrave,,,,,5/29/2015,,,Blk1,59
NY-MD-2015,NY,Triticale,TriCal718,2.2,9.24,8.32,44.88,71.62,12.35,,,,6.22,,,,Musgrave,,,,,5/29/2015,,,Blk2,59
NY-MD-2015,NY,Triticale,TriCal718,2.15,9.59,8.35,44.93,71.13,12.92,,,,6.44,,,,Musgrave,,,,,5/29/2015,,,Blk3,59
NY-MD-2015,NY,Triticale,NE426GT,2.13,10.44,9.05,41.17,66.69,15.98,,,,5.76,,,,Musgrave,,,,,5/29/2015,,,Blk1,65
NY-MD-2015,NY,Triticale,NE426GT,2.13,8.94,7.98,42.52,68.63,16.34,,,,6.18,,,,Musgrave,,,,,5/29/2015,,,Blk2,60
NY-MD-2015,NY,Triticale,NE426GT,1.98,9.18,7.32,41.14,66.59,18.35,,,,6.02,,,,Musgrave,,,,,5/29/2015,,,Blk3,63
NY-MD-2015,NY,Triticale,NE426GT,2.01,8.35,7.16,41.99,68.18,16.83,,,,6.2,,,,Musgrave,,,,,5/29/2015,,,Blk4,65
NY-MD-2015,NY,Triticale,TriMark099,2.1,9.61,7.99,41.66,67.76,15.27,,,,5.75,,,,Musgrave,,,,,5/29/2015,,,Blk1,67
NY-MD-2015,NY,Triticale,TriMark099,2.25,9.25,7.61,40.45,66.13,17.36,,,,5.54,,,,Musgrave,,,,,5/29/2015,,,Blk2,60
NY-MD-2015,NY,Triticale,TriMark099,2.1,10.68,9.34,40.83,65.35,16.88,,,,5.7,,,,Musgrave,,,,,5/29/2015,,,Blk3,67
NY-MD-2015,NY,Triticale,TriMark099,2.29,10.14,7.4,39.4,64.65,18.3,,,,5.51,,,,Musgrave,,,,,5/29/2015,,,Blk4,65
NY-MD-2015,NY,Barley,Verdant,2.31,8.3,8.33,37.4,60.26,24.12,,,,5.21,,,,Musgrave,,,,,6/3/2015,,,Blk1,73
NY-MD-2015,NY,Barley,Verdant,2.25,7.66,8.28,38,60.83,24.17,,,,5.24,,,,Musgrave,,,,,6/3/2015,,,Blk2,71
